Mol,Smiles
<rdkit.Chem.rdchem.Mol object at 0x00000219AF986500>,O=P(O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](OP(=O)(O)O)[C@@H](O)[C@@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A26C0>,O=C1N[C@@H](O)C=CN1[C@H]1C[C@@H](O)[C@H](COP(=O)(O)O)O1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E8A50>,NC(=O)c1nn(-c2ccc(S(N)(=O)=O)cc2)c2c1ccc1[nH]ncc12
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F3990>,COc1cc(C)nc(-n2nc(C)cc2OC)n1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A8E40>,CNC(=O)[C@H](NC(=O)[C@@H](OCc1ccc(-c2ccsc2)cc1)[C@H](O)[C@@H](O)[C@H](OCc1ccc(-c2ccsc2)cc1)C(=O)N[C@@H](C(=O)NC)C(C)C)C(C)C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF94B610>,C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97E730>,CCc1cc(-c2n[nH]c(C(=O)O)c2-c2ccc3c(c2)OCO3)c(O)cc1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DE260>,NC[C@H](O)c1cccc(C(F)(F)F)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF93F8B0>,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF970900>,NS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B07B0>,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF954F90>,CC(C)(C)NCC(O)c1ccc(O)c(CO)n1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97C6D0>,c1cn[nH]c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9887B0>,[NH3+]Cc1ccc(F)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CE570>,Nc1nc(CCc2ccc3cc[nH]c3c2)cc(=O)[nH]1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F4430>,CC(CC1c2ccccc2CCc2ccccc21)CN(C)C
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F7530>,C=CC[C@H]1CN(CCc2ccccc2)CC[C@H]1N(C(=O)CC)c1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A2E30>,Cc1cc(SC2=C(O)C[C@@](CCc3ccc(O)cc3)(C3CCCC3)OC2=O)c(C(C)(C)C)cc1N
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B6CE0>,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B7760>,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9ED930>,COC(=O)c1ccc(O)c(OC)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF950510>,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF974190>,O=C(O)c1ccc2ccccc2n1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C5310>,Cc1cc(C)cc(Nc2nccc(-c3nc(C)c(C(=O)N[C@@H](C)CO)s3)n2)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CD2A0>,Nc1c(Br)c(C(=O)O)c(Br)c(C(=O)O)c1Br
<rdkit.Chem.rdchem.Mol object at 0x00000219AF946E30>,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DF530>,COc1ccccc1-c1ccc(NC(=O)/C(C#N)=C(/C)O)c(Cl)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9510E0>,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF96AB90>,O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF94C3C0>,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF96C510>,O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F2B90>,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CCEB0>,O=C([C@@H]1CCCN1)N1CCC[C@H]1B(O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A5A10>,COCC#CC[C@@H](NS(=O)(=O)c1ccc(-c2ccc(OC)cc2)cc1)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F17E0>,C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@@H]2CSSC[C@H](N)C(=O)N[C@H]3CSSC[C@H](NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)CSSC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC3=O)C(=O)N2
<rdkit.Chem.rdchem.Mol object at 0x00000219AC95F290>,N#C[Fe-2](C#N)(C#N)(C#N)(C#N)N=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF96C970>,O=C(O)/C=C/c1ccc(C(=O)O)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9878B0>,O=C(O)[C@H]1Cc2ccccc2CN1S(=O)(=O)c1ccc(-c2ccccc2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B4A50>,C=CC(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B7220>,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D2650>,NS(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](N)CC3)nc3ncnn23)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EA1F0>,C[C@@H]1C[C@H](C)CN(C(=O)c2cc(Br)ccc2NC(=O)CCC(=O)N2CCOCC2)C1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F9FC0>,CCCCc1nc(C)c(CC(=S)N(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF974EB0>,NC(=[NH2+])c1ccc2[nH]c(-c3ccccc3O)cc2c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B8740>,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9436F0>,NCCCC(O)(P(=O)(O)O)P(=O)(O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF950E40>,C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F2420>,N#C/C(=C1/SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9918C0>,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](O[C@@H]3O[C@@H](CO)[C@H](O)[C@H]3O)[C@H](O)[C@@H](N)C[C@H]2N)[C@@H](N)[C@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B1850>,Cc1nc(COc2ccc(C[C@H](NC(=O)O[C@H]3CO[C@H]4OCC[C@H]43)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc4c(c3)OCO4)cc2)cs1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF98D540>,CCCCCCCCCCCCCCCC(=O)NCC(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9813F0>,CC(C)(N)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF995000>,COC(=O)[C@@H](C)c1ccc(-c2ccccc2)c(F)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9AB370>,O=C(O)CCCOc1ccc(NC(=O)NC(=O)c2ccc(Cl)cc2Cl)c(Cl)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CC0B0>,CC(=N)NCCC[C@H](NC(=O)c1ccccc1)C(N)=O
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F5150>,Cc1ccc(Sc2ccccc2N2CC[NH2+]CC2)c(C)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9ADC40>,O=c1ccc2ccccc2[nH]1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9AF1B0>,O=C(CC(=O)C(F)(F)F)c1cccs1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E51C0>,COc1ccc(-c2oc3ncnc(NCCO)c3c2-c2ccc(OC)cc2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E5CB0>,CC[C@@H](COc1ccccc1)O[P@@](C)(=O)Cl
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F90E0>,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF985AF0>,O=CN(O)CCP(=O)(O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF99D150>,O=CN(C1CCCC1)C1CCC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BC350>,N=C(N)CCCC[C@@H](C(=O)O)[C@H]1c2cc(-c3ccc(O)cc3)ccc2C[C@@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C3220>,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF93DE00>,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A9E00>,NS(=O)(=O)c1ccc(CNC(=O)c2cn[nH]c2-c2cc(Cl)c(O)cc2O)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CC430>,NCCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF94E030>,CC(C[N+](C)(C)C)OC(N)=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CA420>,CC(=O)N[C@@H](Cc1ccccc1)C(=O)C(F)(F)F
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A6A40>,C[C@H](NC(=O)[C@]1([S@](C)=O)[C@H](C)C1(Cl)Cl)c1ccc(Br)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9AFDF0>,CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9522D0>,Cc1ccccc1C(OCCN(C)C)c1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF967300>,CCC1=C(C)c2cc3c(CC)c(C)c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)O)=C4C)n3C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BACE0>,CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF968F20>,O=C(O)[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF98C9E0>,N[C@@H](CCCCO)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97AF80>,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF96CE40>,Nc1nc(=O)c2c([nH]1)NC1OC(COP(=O)([O-])[O-])C3=C(S[Mo](=O)([O-])S3)C1N2
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9ADD90>,Cc1nc(CN2CCN([C@H](C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc(/C=N/O)cc3)C(C)C)C2=O)cs1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D6650>,CCc1ccc(O[C@@H](Cc2ccccc2)C(=O)O)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F8510>,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9407B0>,O=C(O)c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F0EB0>,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F3DF0>,Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF946EA0>,O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EFD80>,O=C(OCCOCCN1CCCCC1)N1c2ccccc2Sc2cccnc21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF93F140>,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF94B0D0>,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF955C40>,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF95CCF0>,O=C(O)/C=C/c1ccccc1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF95FE60>,O=P(O)(O)OC(CO)CO
<rdkit.Chem.rdchem.Mol object at 0x00000219AF966DC0>,O=c1[nH][nH]c(=O)c2cc(-[n+]3nc(/C=C/c4ccccc4)nn3-c3nc4ccccc4s3)ccc12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9840B0>,O=c1ncccn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF98CF90>,C[C@@H](C[C@H](N)C(=O)[OH2+])C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF99D620>,OCC(O)CO
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A05F0>,CCCCCC(=O)OC[C@H](O)COP(=O)(O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A3680>,CCCCCC[P@](=O)(O)OCC
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B6DC0>,NC(=O)c1cn(Cc2c(F)cccc2F)nn1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BCEB0>,Nc1c(F)cc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)cc1Cl
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BECE0>,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](CO)NC(C)=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D3AE0>,O=S(=O)(c1ccc2c(c1)CN[C@@H](CF)C2)N1CCSCC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DCE40>,O=C(NCCO)c1ccc(Cl)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F5690>,OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF96ECE0>,O=S(=O)(O)CCCNC1CCCCC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D2730>,COC(=O)C1CCN(C(=O)c2ccc(NCc3cnc4nc(N)nc(N)c4n3)cc2)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E43C0>,O=C1NCCc2[nH]c(-c3ccnc(-c4cnc5ccccc5c4)c3)cc21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9ED5B0>,CC(C)Oc1ccc2c(c1)CCc1c-2c2c(c3c4ccccc4n(CCO)c13)C=NC2=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF970190>,CC(C)CCS[P@@](=O)(O)OP(=O)(O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E93F0>,CNC(=O)[C@@H]1Cc2ccc(NS(=O)(=O)O)cc2CN1C(=O)OCc1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9475A0>,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF977DF0>,C[C@@H](NC(=O)[C@@H](C)NC(=O)CCCC[C@@H](NC(=O)C[NH3+])C(=O)[O-])C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9ADD20>,CC/C=C\C=C\C=C\CCCCCCCCCC(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF93F6F0>,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-]
<rdkit.Chem.rdchem.Mol object at 0x00000219AF965690>,CC(=O)OC[C@H](N)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF976CE0>,O=C[C@H](O)CO
<rdkit.Chem.rdchem.Mol object at 0x00000219AF94E880>,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E5AF0>,C[P@@](=O)(O)Oc1ccc([N+](=O)[O-])cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF94B290>,N=C(N)NC(=N)NCCc1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF98F220>,C=Cc1ccc(O)c(OC)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B17E0>,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)O[C@H](C)[C@@H](C)[C@@H]3O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E0820>,CCNc1nc(NC(C)(C)C)nc(SC)n1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF949FC0>,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F5460>,OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B28F0>,N=c1ccn([C@@H]2CO[C@H](CO)O2)c(O)n1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF957060>,Cn1cnc2c1c(=O)[nH]c(=O)n2C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF93B4C0>,CC1O[C@@]2(CS1)CN1CCC2CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF946570>,COc1ccc2[nH]c([S@@](=O)Cc3ncc(C)c(OC)c3C)nc2c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EBF40>,NCCc1c[nH]c2ccccc12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF998BA0>,O=C(O)CCc1ccc(O)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9425E0>,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9513F0>,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A9AF0>,Cn1c(=O)ccc2ccccc21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9AC190>,C[C@H](O)N[C@@H]1[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](CO)O[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B6110>,CNC(=O)N(N(CCCl)S(C)(=O)=O)S(C)(=O)=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9545F0>,C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
<rdkit.Chem.rdchem.Mol object at 0x00000219AC95DC40>,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D0BA0>,CCOc1ccc(OCC)c(NC(=O)c2cc(C)c(OCCN)c(C)c2)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DF300>,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BB840>,CCOB(OCC)[C@@H](N)CCCCN
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C2420>,C[C@@H]1[C@@H]2[C@@H](c3ccc(O)cc3)OC[C@@]1(CO)CC[C@@H]2C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C70D0>,O=C(c1ccccc1)[C@H](Cc1ccc(C(F)(F)P(=O)(O)O)c(Br)c1)c1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CDCB0>,Cc1ccn(-c2ccc3c(c2)NCC3(C)C)c(=O)c1-c1ccc2nc(N)ncc2c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EB680>,CO[C@@H]1[C@H](OC(=O)NC(=O)CCl)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF93D070>,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF95F060>,NC(=[NH2+])c1ccc2[nH]c(-c3cc([C@@H](CC(=O)[O-])C(=O)[O-])cc(-c4ccccc4F)c3[O-])nc2c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B2D50>,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#CC[C@H]4CC[C@H](C(=O)OC)CC4)nc32)[C@H](O)[C@@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B8EB0>,CNC(C)CCC=C(C)C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF93D310>,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F1A10>,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DD850>,CCCCOc1ccc2cc(S(=O)(=O)N[C@@H](CCC(=O)O)C(=O)O)ccc2c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E54D0>,Oc1cc(O)cc(/C=C/c2ccc(O)c(O)c2)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF947BC0>,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9525E0>,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)C=Cc2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A4F90>,Nc1ccn([C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)c(=O)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9AEAB0>,CCS/C(Cc1ccccc1)=N\OS(=O)(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EDF50>,Cc1cc(CCCCCCCOc2ccc(C3=NCCO3)cc2)on1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F3ED0>,CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF99DA10>,O=P(O)(O)OC[C@@H](O)[C@H](O)CCO
<rdkit.Chem.rdchem.Mol object at 0x00000219AC95C740>,NC(N)=NCC1COC2(CCCCC2)O1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF93FDF0>,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF953300>,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9671B0>,CC(=O)N[C@@H](Cc1ccc(OCC(=O)O)c(P(=O)(O)O)c1)C(=O)N[C@@H]1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF972CE0>,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF981A80>,CC1(C)S[C@@H]([C@@H](NC(=O)Cc2ccccc2)C(=O)OC[C@@H](N)C(=O)[O-])N[C@H]1C(=O)[O-]
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A3E60>,N[C@@H](CSCC(=O)O)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A62D0>,O=c1[nH]c(=O)n([C@H]2C[C@@H](O)[C@H](COP(=O)(O)O)O2)cc1/C=C/Br
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9AC9E0>,N[C@@H](CCC(=O)N[C@@H](C[S@@](=O)O)C(=O)NCC(=O)O)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C7C30>,O=C(O)COc1c(C(=O)O)sc(-c2cccc(NCc3ccccc3)c2)c1Br
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F1540>,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A1EE0>,O=C(O)CCc1nc2c(=O)[nH]c(=O)nc-2n(C[C@H](O)[C@@H](O)[C@H](O)CO)c1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CCB30>,COC(=O)[C@@H]1CS[C@]2(c3ccccc3)c3ccccc3C(=O)N12
